"county, state",logist params,logist max error,exp params,exp max error,first case
"Fentress, Tennessee",[0 0 0 0 0],0.0,[ 3.79437963  0.02522025 -2.91344987],0.006680296005413311,2020-03-30
"Franklin, Tennessee",[0 0 0 0 0],0.0,[ 2.86397516e+01  2.63654232e-02 -2.92123909e+01],0.05029496173298753,2020-03-22
"Gibson, Tennessee",[ 3.31581434 -0.19831156 28.55680534 11.03151586  0.06520555],816536221222.7301,[ 8.29314035  0.05686755 -8.26401352],0.026704225772427332,2020-03-22
"Giles, Tennessee",[0 0 0 0 0],0.0,[4.03588101e-13 1.79152103e+00 2.86110755e+00],0.8617533275639601,2020-03-30
"Grainger, Tennessee",[  0.31697724 -34.93150783   1.00000001   8.53606992   3.        ],0.023261827048532344,[0.51718465 0.09322702 2.3242001 ],0.006181445853214044,2020-04-01
"Greene, Tennessee",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-20
"Grundy, Tennessee",[ 1.45778705 -0.26045904 25.79785531 10.12757356 -1.14185712],1148313238414.5513,[ 7.20411135e+01  1.43076182e-02 -7.35264841e+01],0.0775057621040105,2020-03-24
"Hamblen, Tennessee",[ 1.90179383 -3.5162087  20.71197289 34.33091814  3.22214255],0.0038159371608117985,[0.5679504  0.08568698 1.0802101 ],0.005813762125777811,2020-03-20
"Hamilton, Tennessee",[  4.53548591  -0.21805486 120.01145589  12.55361507  -2.52868345],215464058.3617997,[ 1.00943232e+02  2.58721244e-02 -1.12254838e+02],1.2947896959276983,2020-03-13
"Hancock, Tennessee",,,,,
"Hardeman, Tennessee",[ 0.32016925 -0.70702368  6.27254997  6.11640244  0.39303731],5070954015591.419,"[0, 0, 0]",0.0,2020-03-28
"Hardin, Tennessee",[0 0 0 0 0],0.0,[1.66068200e-12 1.27191667e+00 1.59659996e+00],0.059052879655413254,2020-03-24
"Hawkins, Tennessee",[ 2.3737793  -0.34259396 25.203602    9.33578939  0.88292432],74242239801.09448,[ 3.72795473e+01  2.71359505e-02 -3.83071756e+01],0.09886832050155034,2020-03-25
"Haywood, Tennessee",[ 0.29552532 -0.86169609 10.68314694 11.13162842  1.99110888],6508897978982.352,[ 16.20273441   0.03671846 -15.93057726],0.14367798156144496,2020-03-29
"Henderson, Tennessee",[-9.79143591 -7.29510063 49.1951949  17.2834038   1.81819441],0.0009917355382469848,"[0, 0, 0]",0.0,2020-04-05
"Henry, Tennessee",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-29
"Hickman, Tennessee",[ 48.32717    -37.84627529   1.           3.38738614   1.        ],0.026127864018253587,"[0, 0, 0]",0.0,2020-04-01
"Houston, Tennessee",[18.21414042 -0.45496145  2.23350379 12.73787433  1.50295529],1579262262068351.0,[0.03013627 0.18328195 1.42041907],0.0072323070633538555,2020-03-22
"Humphreys, Tennessee",[185.33323721  -0.54648185   2.3779097   -5.59939173   1.68151585],8957896778105692.0,"[0, 0, 0]",0.0,2020-03-31
"Jackson, Tennessee",[ 2.36938988 -0.49797348  4.02358952  5.16852724  2.38229337],367200170869.9899,[ 2.95544320e+01  1.05489634e-02 -2.73949329e+01],0.02085314254266753,2020-04-02
"Jefferson, Tennessee",[37.57678285 -0.09307381 52.51074636  1.32969487 -0.49685739],1219192456109.772,[ 2.16122157  0.06593131 -1.63701425],0.015721359032174222,2020-03-13
"Johnson, Tennessee",[  -6.5919566  -106.65254349    0.26735522   24.04421895    1.94736696],0.00014246141670577094,[ 1.13200802e+03  1.39444185e-05 -1.13020274e+03],0.0013020833333333333,2020-03-28
"Knox, Tennessee",[  6.57755598  -0.24456626 189.97204933  14.03820434  -1.94575968],633204914037.8728,[ 6.71131801e+01  4.29461305e-02 -8.45806309e+01],3.41463694030353,2020-03-12
"Lake, Tennessee",[ 2.35360532 -5.64238335 50.42815507  6.22070334  4.        ],inf,[-1.18301978e-09  6.66663385e-01  4.00000000e+00],inf,2020-04-13
"Lauderdale, Tennessee",[ 1.74780488 -0.17495758 18.05209433  4.27399582 -2.97018705],4912079957211.876,[ 6.29516470e+01  1.07293147e-02 -6.22013250e+01],0.03777679034586375,2020-04-01
"Lawrence, Tennessee",[ 7.17528119 -0.75075615 11.87395429  6.01922743  1.98197308],47242510956044.04,[ 15.23135522   0.0441815  -14.73008711],0.09181926011807996,2020-03-30
"Lewis, Tennessee",[-18.72464926  -4.55106148   0.02797687  25.31474749   1.95454543],0.00010209042294608299,"[0, 0, 0]",0.0,2020-03-25
"Lincoln, Tennessee",[-17.45495437 -23.1500136   20.45437337  27.37691132   4.43487908],0.02160890571276402,[ 10.50807147   0.03056216 -10.57635422],0.02134405071317897,2020-03-24
"Loudon, Tennessee",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-22
"McMinn, Tennessee",[-17.80489974 -11.5975037   18.59174984  30.42981776   3.12001095],0.0019712000002398695,[1.43515397 0.04599732 0.48823442],0.009314688093072614,2020-03-22
"McNairy, Tennessee",[ 0.7449902  -0.70696716  7.83236088  9.15367417  1.46450838],685059886197.3228,"[0, 0, 0]",0.0,2020-03-29
"Macon, Tennessee",[0 0 0 0 0],0.0,[ 3.01353598  0.12901555 -1.94233129],0.11710822958991735,2020-03-26
"Madison, Tennessee",[ 3.22619257 -0.30435861 82.28489588 11.23199355  0.13170324],1809771445.1429782,[ 18.84315584   0.07738509 -22.45070693],0.6441191505740878,2020-03-24
"Marion, Tennessee",[ 4.22828426 -0.29810706 26.84515397  7.1048306  -0.32260994],134946254481.2308,[ 3.85851485e+02  3.20142754e-03 -3.87910070e+02],0.11913441059490044,2020-03-22
"Marshall, Tennessee",[ 5.691484   -0.97591207  8.15126675  3.35748884  0.96643375],5059442703711.869,"[0, 0, 0]",0.0,2020-03-30
"Maury, Tennessee",[ 1.7683297  -0.2102813  37.22650723 10.37229158 -0.844622  ],2881112646989.79,"[0, 0, 0]",0.0,2020-03-20
"Meigs, Tennessee",[-17.43928041  -9.1267241   18.44981834  26.73603512   2.04766061],0.001780045355791551,"[0, 0, 0]",0.0,2020-03-26
"Monroe, Tennessee",[41.35322379 -0.18518366  7.95745998 -3.40036564  2.34721661],87629222023884.02,[ 3.23323497  0.04562448 -0.79047604],0.007384647319513555,2020-03-21
"Montgomery, Tennessee","[ 9.87472200e+00 -2.49262753e-01  1.12958811e+02  8.56509638e+00
 -5.40470108e-02]",2394686155753.206,[ 37.21335827   0.05324452 -43.15739225],0.8232504711317069,2020-03-19
"Moore, Tennessee",[ 1.         -2.         50.         10.          0.99999981],inf,"[0, 0, 0]",0.0,2020-04-15
"Morgan, Tennessee",[-16.72846006 -49.54358419  17.66781899  29.28008953   3.47361265],0.009434111609406862,"[0, 0, 0]",0.0,2020-03-28
"Obion, Tennessee",[ 9.48125961 -0.53683944  7.22909331  7.36823016  1.41828429],55052121201537.77,[ 1.91494628  0.09838396 -1.1843457 ],0.01538561431008698,2020-03-29
"Overton, Tennessee",[-17.46578193  -7.68718405  19.00957181  27.01445038   3.21732298],0.007141356868178175,[ 2.80643166  0.05083094 -1.97535362],0.00828131415322512,2020-03-24
"Perry, Tennessee",[0 0 0 0 0],0.0,[ 3.54431622  0.02687323 -2.54548313],0.004934044465183579,2020-03-22
"Pickett, Tennessee",,,,,
"Polk, Tennessee",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-04-02
"Putnam, Tennessee",[ 1.89416775 -1.0327504  74.80460682 11.28030127 10.9451769 ],469070927062.8113,"[0, 0, 0]",0.0,2020-03-21
"Rhea, Tennessee",[ 1.06058568 -3.32304906 49.93841193 10.32686724  1.00000001],inf,"[0, 0, 0]",0.0,2020-04-01
"Roane, Tennessee",[-46.62980447 -19.98556946   8.12131056  42.96663713   3.1923287 ],0.006449704142852655,"[0, 0, 0]",0.0,2020-03-21
"Robertson, Tennessee",[ 10.2415334   -0.1352521  131.65313267   0.64098583 -11.70965915],7339719130.746583,[ 1.05368205e+02  2.42102435e-02 -1.09829453e+02],0.3204817121934664,2020-03-18
"Rutherford, Tennessee","[ 4.47931175e+00 -2.23898085e-01  2.91403422e+02  1.58295417e+01
 -4.41232078e+00]",9856216.58825083,[ 6.13354604e+01  5.50006540e-02 -8.25531553e+01],4.413511168769061,2020-03-13
"Scott, Tennessee",[-31.5801251  -39.24063915   5.84962406  18.40354654   2.57894737],507082683923207.1,[0.23117161 0.15132935 1.42521043],0.00565880174142404,2020-03-21
"Sequatchie, Tennessee","[-1.23735787e-02 -3.62040767e+01  1.58333359e+00  1.17324792e+01
  1.41666667e+00]",4.9027076919126776e+16,[4.42928374e-04 5.96956646e-01 1.45342780e+00],0.0378283694614255,2020-04-01
"Sevier, Tennessee",[ 7.74704718 -0.2496777  22.75582252  9.97791654  1.04360075],2461213191082.827,[ 17.47719955   0.03037065 -18.3971919 ],0.058755216399456835,2020-03-16
"Shelby, Tennessee","[ 6.04143270e+00 -1.52741712e-01  1.90358230e+03  1.84828044e+01
 -4.98629569e+01]",48525409892.235634,[ 1.55440681e+02  6.39795757e-02 -2.41725283e+02],42.849319696507415,2020-03-08
"Smith, Tennessee",[-16.65339126 -49.48396724  17.09031489  30.05610791   4.19992517],0.02576000001493204,[0.55783553 0.15666223 0.590473  ],0.013890296252874388,2020-03-27
"Stewart, Tennessee",[-9.69935372 -6.97480282 37.23381212 17.19545385  2.83331287],0.006507936510329148,"[0, 0, 0]",0.0,2020-04-04
"Sullivan, Tennessee",[ 8.09489419 -0.19943106 51.46880301 16.89725504 -0.08128308],2738967994389.7085,[ 4.08632361  0.07194057 -6.1032056 ],0.08268307409367726,2020-03-10
"Sumner, Tennessee","[ 2.90171859e+00 -2.57915302e-01  4.88927165e+02  1.08401275e+01
 -1.29686557e+01]",93978518240.69704,[ 1.06750652e+03  1.51430941e-02 -1.11432031e+03],29.09458766317564,2020-03-18
"Tipton, Tennessee",[ 1.73288493 -0.16396616 64.17979364 11.24112348 -4.01580151],1271128125278.116,[ 1.16855603e+02  1.49531630e-02 -1.17857003e+02],0.12376425685589412,2020-03-20
"Trousdale, Tennessee",[ 0.62448735 -0.17203293 30.26903815 11.69273782 -4.55025881],36237902686922.08,"[0, 0, 0]",0.0,2020-03-28
"Unicoi, Tennessee","[ 7.06061139e+01 -6.56725104e-01  3.95681209e-14 -1.13838942e+01
  1.00000000e+00]",1.9309708360664647e-29,[4.59176164e-15 1.00000001e+00 9.99999997e-01],1.897715673415936e-15,2020-03-26
"Union, Tennessee",[-17.42169604 -49.72369838  17.95227145  28.81702947   1.73688873],0.0023585279049060178,[0.57333879 0.0978636  0.1460745 ],0.006985780539114954,2020-03-28
"Van Buren, Tennessee",[-0.41536667 -1.5976336  50.23535445 16.45905014  1.        ],inf,[-8.52202447e-10  8.90696641e-01  1.00000000e+00],inf,2020-04-13
"Warren, Tennessee",[ 6.25184649 -0.85600469  3.11182376  7.39497718  0.96008311],9320550671540.328,[ 1.93792991  0.07047716 -1.37699758],0.011083859748133307,2020-03-30
"Washington, Tennessee",[0 0 0 0 0],0.0,[ 3.41494236e+01  3.13442497e-02 -3.37895192e+01],0.06886575892131457,2020-03-19
"Wayne, Tennessee","[ 4.11909157e-07 -3.30873680e+00  1.05586224e+00  6.92017818e+00
  9.52376112e-01]",777.2654889569296,[ 3.01205984e+03  1.70847140e-05 -3.01064804e+03],0.0,2020-03-30
"Weakley, Tennessee",[  4.52709811 -10.31295343   4.30021443   8.60241404   0.99978883],80371817242560.12,"[0, 0, 0]",0.0,2020-03-24
"White, Tennessee","[ 4.62059239e+01 -7.40920019e-02  1.47061981e+03  4.84624406e+01
  1.08962143e-02]",1004219499421224.5,[0.88008955 0.07386882 0.00794345],0.003032073362976494,2020-03-25
"Williamson, Tennessee","[ 1.50575322e+01 -2.29706821e-01  3.35035446e+02  1.55677234e+01
  7.54540151e+00]",20014376700580.44,[ 8.59812867e+01  4.22974566e-02 -1.11108157e+02],9.785275561132822,2020-03-05
"Wilson, Tennessee",[228.01017507  -0.27350635 155.57823878  -4.05965198  -0.63080216],789871216661699.2,[ 1.35389563e+02  3.11326466e-02 -1.47697381e+02],2.5295500787825507,2020-03-19
"Anderson, Texas",[ 4.92436405 -2.74033208  2.21060644  7.50088082  0.98783243],91021756490015.19,[ 0.7978113   0.11558591 -0.09034483],0.010705784644014714,2020-04-01
"Andrews, Texas",[14.62864706 -0.88651398 11.14302708  3.74499029  0.62426363],329129580840625.3,"[0, 0, 0]",0.0,2020-03-28
"Angelina, Texas",[ 1.61891922 -0.38326965 16.97467614  7.57148019  0.64743215],990789524814.9681,"[0, 0, 0]",0.0,2020-03-26
"Aransas, Texas",[-32.01682925  -5.17106597   4.26354772  18.45926201   1.71428571],0.0009070294784580635,[0.02711928 0.24431496 1.50722632],0.04908188930326187,2020-03-30
"Archer, Texas",,,,,
"Armstrong, Texas",[ 1.06058568 -3.32304906 49.93841193 10.32686724  1.00000001],inf,"[0, 0, 0]",0.0,2020-04-14
"Atascosa, Texas",[-16.90362434  -8.70734287  19.01644659  27.02126938   4.27287777],0.019290228541382518,[0.90152032 0.11540859 0.36461532],0.023537728020383245,2020-03-25
"Austin, Texas",[25.25282386 -0.11391557 39.66449888 -1.60343191 -1.06175402],669493123829.8169,[ 3.07187092  0.07570798 -2.43234993],0.006191716291255182,2020-03-25
"Bailey, Texas",,,,,
"Bandera, Texas",[ -32.38320207 -101.53347808    5.30928084   37.32673887    1.71428535],0.0040816326530639015,"[0, 0, 0]",0.0,2020-04-09
"Bastrop, Texas","[ 8.63459795e+00 -1.20833052e-01  1.73273961e+02  1.73134389e+01
 -1.97961564e+00]",81430600284.16074,[ 3.50188026  0.09832971 -3.27005842],0.05736969785984068,2020-03-21
"Baylor, Texas",,,,,
"Bee, Texas","[-2.70629441e-02 -3.19440358e+01  1.49999235e+00  5.76742604e+00
  1.50000000e+00]",2051100567655045.5,[ 2.23003075  0.1000561  -1.3740093 ],0.015204211088864383,2020-04-08
"Bell, Texas","[ 4.68344024e+00 -1.35004818e-01  1.60360172e+02  1.40889281e+01
 -6.76606881e+00]",1466256750386.076,[ 29.90948913   0.04942547 -35.77985491],0.2719385590945096,2020-03-13
"Bexar, Texas","[ 2.71258836e+01 -1.97991831e-01  1.04518224e+03  3.86471704e+01
  5.41370478e+00]",35921562207620.35,[-2.83053262e-14  9.99999997e-01  5.21057637e+01],1.9930332013035213e+23,2020-02-12
"Blanco, Texas",[13.03818062 -1.09464654  3.04301949  9.4275442   1.01826287],124086024321517.08,[ 5.21241734  0.02826795 -4.76334079],0.01544966393652045,2020-03-25
"Borden, Texas",,,,,
"Bosque, Texas",[ 1.         -2.         50.         10.          0.99999981],inf,"[0, 0, 0]",0.0,2020-04-15
"Bowie, Texas",[  6.15942909  -0.17699704 104.657453    18.07633597  -1.23854325],174360360970.79898,[ 2.5422667   0.10858614 -4.15734446],0.1686688960705497,2020-03-16
"Brazoria, Texas","[ 3.84287591e+00 -1.61514277e-01  3.44830112e+02  1.49868425e+01
 -1.12258892e+01]",315557902240.5291,[ 7.02846850e+01  5.20227414e-02 -8.55851551e+01],2.096823073897604,2020-03-14
"Brazos, Texas","[ 3.37936310e+00 -1.27299851e-01  2.35227752e+02  1.21172502e+01
 -1.38447050e+01]",1588297554229.705,[ 7.79545373e+01  3.93393710e-02 -8.27699797e+01],0.5866802391438581,2020-03-17
"Brewster, Texas",,,,,
"Briscoe, Texas",,,,,
"Brooks, Texas",,,,,
"Brown, Texas",[-17.6366652   -7.72841487  18.37623312  35.58134434   4.92590076],0.017633121337976888,[1.01947195 0.09341641 0.50821285],0.007678065214736191,2020-03-20
"Burleson, Texas",[-17.1274964  -49.52597025  16.67512881  30.03442968   3.47367053],0.016351404843161107,[ 5.42514917  0.04814183 -5.18745732],0.028000369272717762,2020-03-28
"Burnet, Texas",[ 34.92996837  -0.19403868   7.77666764 -10.24015601  -0.74216755],93415510709260.73,"[0, 0, 0]",0.0,2020-03-25
"Caldwell, Texas",[31.72472571 -0.55661713  5.28360612  2.39206574  0.82784396],611754137251715.9,"[0, 0, 0]",0.0,2020-03-28
"Calhoun, Texas",[  1.16164163  -0.06056123  59.2742171   10.86549256 -17.12680045],5910392128915.6,[ 1.25669479e+02  6.49521544e-03 -1.24587600e+02],0.04466892247728538,2020-03-26
"Callahan, Texas",[-10.08760282  -1.92089478  49.99903511  18.78602195   1.        ],1.4429391220504477,[-9.65524307e-13  9.99826674e-01  1.00000000e+00],0.00030253193499914775,2020-04-07
"Cameron, Texas","[ 4.73812367e+00 -2.08327529e-01  3.51186536e+02  1.60571333e+01
 -1.00907047e+00]",410987946.2188064,[ 15.66958679   0.10550951 -21.21853347],0.9545716639952759,2020-03-19
"Camp, Texas",[11.51856829 -0.30676919  7.52131813  5.02715756  0.67347507],407369662967707.5,[0.4325102  0.17282725 0.31066307],0.013042934488616067,2020-04-01
"Carson, Texas",,,,,
"Cass, Texas",[-18.05437879 -11.34353708  20.27411708  30.0588928    3.25941115],0.006679137082407827,[ 1.68668452e+01  1.18006638e-02 -1.64872957e+01],0.014237451262387266,2020-03-20
"Castro, Texas",[ 6.43083451 -0.24540631 16.74325424 -5.43173208 -6.17463372],130160238899.45537,"[0, 0, 0]",0.0,2020-03-21
"Chambers, Texas",[ 2.10204594 -0.2266547  38.76087475 11.35880832  0.22139906],2897183805227.495,[ 17.8458849    0.04930296 -17.97183191],0.08678833926659182,2020-03-24
"Cherokee, Texas",[-16.55683295 -49.50350844  18.15243164  28.91789998   4.64998881],0.009673333333667102,"[0, 0, 0]",0.0,2020-03-27
"Childress, Texas",,,,,
"Clay, Texas","[ 2.64294860e+04 -4.01210141e+01  2.00000000e+00  3.23067029e+00
  1.00000000e+00]",0.07564222057182232,"[0, 0, 0]",0.0,2020-04-01
"Cochran, Texas",,,,,
"Coke, Texas",,,,,
"Coleman, Texas",,,,,
"Collin, Texas","[ 5.13363121e+00 -1.75893181e-01  5.80331833e+02  1.74537000e+01
 -6.46963389e+00]",14880951211.09416,[ 9.37266698e+01  5.29241040e-02 -1.24564493e+02],8.989449847356164,2020-03-09
"Collingsworth, Texas",,,,,
"Colorado, Texas",[ 4.5126164  -3.46787183  4.14990572  7.21037311  2.70080662],62144846742922.84,[ 7.17395192  0.04306138 -5.26638061],0.07030967744058596,2020-04-01
"Comal, Texas",[10.18056222 -0.2403069  43.6252786   4.61548799  4.33397754],13433128322546.873,[ 24.01728567   0.04535022 -20.6272457 ],0.15486789131429646,2020-03-24
"Comanche, Texas",[ -0.71492932 -36.9216895    2.           5.50311755   1.        ],0.011011180528006119,"[0, 0, 0]",0.0,2020-04-01
"Concho, Texas",[ 0.55647364 -1.88528487 49.9991736  17.44265584  1.        ],3.2315923101270942,[-6.52865280e-12  1.00164766e+00  1.00000000e+00],inf,2020-04-10
"Cooke, Texas",[-11.52118427  -1.61270542  33.2690053   39.17150321   1.07692323],0.0003550295857989265,"[0, 0, 0]",0.0,2020-03-26
"Coryell, Texas",[ 46.0145554   -0.24667851 163.93457336   8.34269955  -0.66697883],7359752534640426.0,[ 0.9061825   0.19663686 -1.51220205],0.2678578747488256,2020-03-25
"Cottle, Texas",,,,,
"Crane, Texas",[-138.49389255  -12.1279772    17.52686153   35.28143083    1.53573717],0.0004325643309903186,"[0, 0, 0]",0.0,2020-03-19
"Crockett, Texas",,,,,
"Crosby, Texas",[-10.08760282  -1.92089478  49.99903511  18.78602195   1.        ],1.4429391220504477,[-9.65524307e-13  9.99826674e-01  1.00000000e+00],0.00030253193499914775,2020-04-07
"Culberson, Texas",,,,,
"Dallam, Texas","[ 1.70726326e-07 -4.05297292e+00  1.07454613e+00  1.03896917e+01
  9.87567326e-01]",2510.321646714383,[0.0092947  0.60643594 0.93290235],0.016876627900153096,2020-04-07
"Dallas, Texas","[ 5.35158365e+00 -1.64041614e-01  2.43063071e+03  1.65779623e+01
 -5.68338136e+01]",13397346379.754719,[ 3.36830350e+02  5.64108397e-02 -4.58000887e+02],94.38119191235153,2020-03-10
"Dawson, Texas",[0 0 0 0 0],0.0,[ 3.53006777  0.0630723  -1.97350773],0.016475181480768382,2020-03-29
"Deaf Smith, Texas",[-17.68101008  -9.36414344  17.88200497  34.27558336   4.34607499],0.01728092421584447,[ 1.44171865  0.08261392 -0.52617505],0.01578080881405904,2020-03-21
"Delta, Texas",[-11.05789769  -1.92771518  49.99996668  17.78302552   1.        ],0.16142112310321408,[6.96754526e-13 9.98687215e-01 1.00000000e+00],inf,2020-04-08
"Denton, Texas","[ 2.98692324e+00 -1.46533766e-01  6.91152177e+02  1.25041257e+01
 -4.96715697e+01]",1180250824179.1636,[ 4.01234432e+02  2.95545953e-02 -4.41135028e+02],9.7146594450381,2020-03-15
"DeWitt, Texas",[ 8.29574456 -0.19392268 10.62387326  4.78639402  0.23699308],2304299973353.8574,[ 11.70660453   0.02347761 -11.54151766],0.00970470934352837,2020-03-19
"Dickens, Texas","[ 2.42282016e-08 -2.94603056e+00  1.08792772e+00  8.39956910e+00
  9.38330260e-01]",143.20734042394344,"[0, 0, 0]",0.0,2020-04-08
"Dimmit, Texas",[ 0.72648165 -1.92621718 50.0000256  16.00406233  1.        ],inf,[7.39713827e-11 9.40596720e-01 9.99999999e-01],-2067635931434.418,2020-04-11
"Donley, Texas",[ 4.26206882 -1.94055874 17.90954904  6.26356112  5.19848832],12547137889854.312,"[0, 0, 0]",0.0,2020-04-02
"Duval, Texas",[ 1.06058568 -3.32304906 49.93841193 10.32686724  1.00000001],inf,"[0, 0, 0]",0.0,2020-04-14
"Eastland, Texas",[-253.20085475  -38.17488184    1.            2.3324735     2.        ],0.07579052825153618,"[0, 0, 0]",0.0,2020-03-25
"Ector, Texas",[ 26.64279425  -0.18762198  71.32289409 -11.28963477 -15.14611613],26073076889302.715,"[0, 0, 0]",0.0,2020-03-29
"Edwards, Texas",,,,,
"Ellis, Texas",[  6.28631836  -0.15813461 132.44358154  13.96329025  -0.64569189],433587765.6099774,[ 10.17160039   0.07794223 -10.96403495],0.24594539475567856,2020-03-17
"El Paso, Texas","[ 5.36905383e+01 -2.19641467e-01  4.81983567e+02  1.03284008e+01
  2.29394465e+00]",177641670187025.2,[ 11.58277912   0.10744826 -20.92139416],2.5829743116738126,2020-03-13
"Erath, Texas",[ 0.74151617 -0.39488301 11.93340611 12.14287485  0.45570527],2167785585858.3003,[ 19.71443153   0.02595754 -20.28921939],0.05734744466928987,2020-03-25
"Falls, Texas",[65.88974072 -0.64200764 18.73079442 50.07336565  1.        ],4.063683901160188,[-1.22565855e-16  1.00000000e+00  1.00000000e+00],2.2224494286463146e-16,2020-03-24
"Fannin, Texas",[-38.86491892  -6.93551591  20.82285868  30.3022968    2.22222222],0.004758698092031445,[0.31996849 0.11022349 0.32962283],0.00705593851783803,2020-03-20
"Fayette, Texas",[ 0.60324137 -0.67598272 16.23964522 10.06903516  0.82942699],503336223204.8425,"[0, 0, 0]",0.0,2020-03-25
"Fisher, Texas",,,,,
"Floyd, Texas",[0 0 0 0 0],0.0,[-2.11168506e+03 -3.94662287e-05  2.11251839e+03],0.16666666666666666,2020-04-08
"Foard, Texas",,,,,
"Fort Bend, Texas","[ 9.51633954e+00 -1.81999949e-01  7.96613469e+02  2.28128656e+01
  9.98429495e-01]",1035355149881.8647,[1.96396943e-14 1.00000001e+00 1.07235223e+02],70091.29664977692,2020-03-04
"Franklin, Texas","[ 7.30589590e+01 -6.68558434e-01  4.35595116e-09 -1.10635395e+01
  9.99999996e-01]",9.945061108068314e-24,[4.99294092e-17 9.16389534e-01 1.00000000e+00],inf,2020-03-29
"Freestone, Texas",[ 1.         -2.         50.         10.          0.99999981],inf,"[0, 0, 0]",0.0,2020-04-15
"Frio, Texas",[-11.05789769  -1.92771518  49.99996668  17.78302552   1.        ],0.16142112310321408,[6.96754526e-13 9.98687215e-01 1.00000000e+00],inf,2020-04-08
"Gaines, Texas",[ 27.0922018  -78.61166834   1.          18.60463154   1.        ],1.9119469355506773e-21,[2.12208260e-04 4.12521057e-01 9.71313920e-01],0.0019085278744882018,2020-03-25
"Galveston, Texas","[ 7.06162498e+01 -2.46209938e-01  4.23783470e+02  4.87479065e+00
 -4.11816183e+00]",194148788577270.84,[ 9.27394477e+01  5.51963645e-02 -1.25916689e+02],12.69282154067701,2020-03-13
"Garza, Texas",,,,,
"Gillespie, Texas",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-04-02
"Glasscock, Texas",,,,,
"Goliad, Texas",[13.31822393 -0.77578956  3.49876865  2.11926908  0.77806758],120275899644559.88,"[0, 0, 0]",0.0,2020-04-02
"Gonzales, Texas",[  0.95028018 -32.99643161   1.00000002   7.50183801   0.99999999],0.015555015630673802,[ 2.66135725  0.03027065 -1.85102228],0.006962857280912418,2020-04-01
"Gray, Texas",[47.43288023 -0.55939344 13.26894643 -1.75637918  0.11276756],1652833280676342.8,"[0, 0, 0]",0.0,2020-04-01
"Grayson, Texas",[ 0.55573933 -0.2671881  19.40414174 10.37611334 -1.37726407],6587336384599.478,"[0, 0, 0]",0.0,2020-03-24
"Gregg, Texas",[25.34514916 -0.47442008 42.46352881 19.25737789  1.54477082],154524489020077.94,[ 1.90298288  0.09687872 -3.78234082],0.21509917145154617,2020-03-11
"Grimes, Texas",[182.80786546  -0.43502459   5.38718407   2.83229144   2.24082832],1.9755340026447e+16,[1.10881808 0.08894966 0.6164401 ],0.006928981387032351,2020-03-25
"Guadalupe, Texas",[ 0.89502763 -0.32581543 47.6391258  10.99728403  5.09283172],1860480416989.7322,"[0, 0, 0]",0.0,2020-03-25
"Hale, Texas",[36.61793542 -0.36897488 10.97360141  1.03745446  0.24662779],142373548909426.4,[ 2.95747608e+01  1.72307333e-02 -3.00613297e+01],0.0707980452405334,2020-03-25
"Hall, Texas",[-0.41536667 -1.5976336  50.23535445 16.45905014  1.        ],inf,[-8.52202447e-10  8.90696641e-01  1.00000000e+00],inf,2020-03-30
"Hamilton, Texas","[ 1.50094451e+01 -1.69954892e-01  1.32030532e+03  2.87965735e+01
  2.39338052e-01]",744911540740755.9,[0.65970179 0.16961967 0.23820873],0.015040002469047797,2020-04-07
"Hansford, Texas",[-10.08760282  -1.92089478  49.99903511  18.78602195   1.        ],1.4429391220504477,[-9.65524307e-13  9.99826674e-01  1.00000000e+00],0.00030253193499914775,2020-04-07
"Hardeman, Texas",,,,,
"Hardin, Texas",[ 2.44579014 -0.24313212 82.31202882 11.4444788   1.57117641],7282045502260.815,[ 22.60351758   0.06790764 -22.46954398],0.3590007786037227,2020-03-25
"Harris, Texas","[ 4.76242548e+01 -2.60861582e-01  4.72952744e+03  1.87959498e+01
  2.17323535e+01]",220831074836331.8,[ 8.02993274e+01  1.00404018e-01 -2.47403456e+02],468.950617435032,2020-03-05
"Harrison, Texas","[ 1.70164309e+01 -1.78194488e-01  2.81764087e+04  4.19476400e+01
  6.97260878e-01]",403380020127242.2,[0.93999658 0.1781021  0.69626922],0.1318610294629839,2020-03-27
"Hartley, Texas",,,,,
"Haskell, Texas",,,,,
"Hays, Texas","[ 5.26409251e+00 -2.09462492e-01  1.16762894e+02  1.49938714e+01
 -1.08473552e-02]",59656481633.47123,[ 18.0410825    0.06295814 -22.8900397 ],0.5895968292622737,2020-03-14
"Hemphill, Texas",[-74.38256391  -0.99038415  38.64308845  29.80470596   1.        ],52.551050240572934,[4.68688608e-14 9.99919985e-01 1.00000000e+00],9.906497921156457e-05,2020-04-04
"Henderson, Texas",[52.46254258 -4.7857045   9.1860122  10.13523956  0.99194856],456926788648886.5,[ 2.0464329   0.11708016 -2.28180204],0.1311497148299223,2020-03-29
"Hidalgo, Texas","[ 2.12313893e+00 -1.70960697e-01  3.07817309e+02  1.06748937e+01
 -2.12580631e+01]",4192973734035.7314,[ 1.63695205e+02  3.99404645e-02 -1.70838860e+02],2.2002047573220502,2020-03-24
