,"county, state",County Lat/long,SIP Order Date
1161,"Lyon County, Kansas","38.27312, -98.5821872",3/28/2020
1162,"Logan County, Kentucky","36.823707, -86.8833607",3/22/2020
1163,"Allen County, Louisiana","30.6229442, -92.7600718",3/22/2020
1164,"Grant County, Louisiana","30.8703881, -92.007126",3/22/2020
1165,"Lincoln County, Louisiana","32.598162, -92.6792848",3/22/2020
1166,"Natchitoches County, Louisiana","31.7606732, -93.0860209",3/22/2020
1167,"Richland County, Louisiana","32.4196791, -91.8105911",3/22/2020
1168,"St. Martin County, Louisiana","0, 0",3/22/2020
1169,"Knox County, Maine","44.1773049, -69.2127109",3/31/2020
1170,"Garrett County, Maryland","39.544087, -79.2496976",3/30/2020
1171,"Queen Anne's County, Maryland","39.0273331, -76.0616856",3/30/2020
1172,"Chippewa County, Michigan","46.3111149, -84.6428564",3/23/2020
1173,"Kalamazoo County, Michigan","42.2494968, -85.5372797",3/23/2020
1174,"Muskegon County, Michigan","43.2484584, -86.129351",3/23/2020
1175,"Newaygo County, Michigan","43.5121225, -85.7944976",3/23/2020
1176,"Big Stone County, Minnesota","45.385266, -96.3557364",3/25/2020
1177,"Cass County, Minnesota","47.0234117, -94.3454604",3/25/2020
1178,"Lac qui Parle County, Minnesota","44.986426, -96.2024907",3/25/2020
1179,"Sherburne County, Minnesota","45.4427088, -93.7459202",3/25/2020
1180,"Lamar County, Mississippi","31.2109862, -89.5152337",4/1/2020
1181,"Marion County, Mississippi","31.2247688, -89.8217717",4/1/2020
1182,"Tallahatchie County, Mississippi","33.9414425, -90.1577411",4/1/2020
1183,"Adair County, Missouri","40.1769782, -92.6161167",4/3/2020
1184,"Callaway County, Missouri","38.8491265, -91.9257607",4/3/2020
1185,"Camden County, Missouri","38.0323133, -92.7638327",4/3/2020
1186,"Clay County, Missouri","39.3187409, -94.4046405",4/3/2020
1187,"Clinton County, Missouri","39.5975986, -94.4184896",4/3/2020
1188,"Lafayette County, Missouri","39.0603689, -93.8151868",4/3/2020
1189,"Moniteau County, Missouri","38.6074608, -92.5851064",4/3/2020
1190,"Perry County, Missouri","37.7107349, -89.8430248",4/3/2020
1191,"St. Francois County, Missouri","37.7763775, -90.5089041",4/3/2020
1192,"Taney County, Missouri","36.6563729, -93.0665776",4/3/2020
1193,"Madison County, Nebraska","41.9064942, -97.5961512",0/0/0
1194,"Washington County, Nebraska","41.5407766, -96.246548",0/0/0
1195,"Douglas County, Nevada","38.9072611, -119.6201824",0/0/0
1196,"Chaves County, New Mexico","33.2993426, -104.5133481",3/23/2020
1197,"Cayuga County, New York","42.8093409, -76.5700777",3/20/2020
1198,"Oswego County, New York","43.4112973, -76.1279841",3/20/2020
1199,"Otsego County, New York","42.5984272, -75.0142701",3/20/2020
1200,"Alamance County, North Carolina","36.045467450000004, -79.39870809467479",3/27/2020
1201,"Richmond County, North Carolina","35.0288383, -79.7333261",3/27/2020
1202,"Vance County, North Carolina","36.3747423, -78.4140945",3/27/2020
1203,"Walsh County, North Dakota","48.3693784, -97.7469943",0/0/0
1204,"Knox County, Ohio","40.4467896, -82.4056302",3/22/2020
1205,"Logan County, Ohio","40.4430521, -83.7414465",3/22/2020
1206,"Madison County, Ohio","39.8868227, -83.3937233",3/22/2020
1207,"Sandusky County, Ohio","41.2951563, -83.1555438",3/22/2020
1208,"Washington County, Ohio","39.4782641, -81.5488945",3/22/2020
1209,"Pontotoc County, Oklahoma","34.707331, -96.6814853",4/1/2020
1210,"Hood River County, Oregon","45.5311636, -121.6475587",3/23/2020
1211,"Cambria County, Pennsylvania","40.4843583, -78.718852",4/1/2020
1212,"Chester County, South Carolina","34.6859896, -81.1545073",4/6/2020
1213,"Georgetown County, South Carolina","33.4392245, -79.3343041",4/6/2020
1214,"Oconee County, South Carolina","34.7622221, -83.1099645",4/6/2020
1215,"Codington County, South Dakota","44.9695646, -97.1976513",3/23/2020
1216,"Hughes County, South Dakota","44.4047339, -99.946102",3/23/2020
1217,"Lyman County, South Dakota","43.9176386, -99.8581638",3/23/2020
1218,"Pennington County, South Dakota","43.9955746, -102.7854668",3/23/2020
1219,"Morris County, Texas","33.0738633, -94.7392197",3/31/2020
1220,"Iron County, Utah","37.8546136, -113.2867347",3/27/2020
1221,"Unknown County, Vermont","40.5438565, -105.0370644",3/24/2020
1222,"Rockbridge County, Virginia","37.8331804, -79.4622597",3/30/2020
1223,"Danville city County, Virginia","36.5706943, -79.3882557",3/30/2020
1224,"Adams County, Washington","46.9723633, -118.5934644",3/23/2020
1225,"Douglas County, Washington","47.7652709, -119.6075365",3/23/2020
1226,"Dodge County, Wisconsin","43.413614, -88.7177834",3/24/2020
1227,"Autauga County, Alabama","32.5165255, -86.6319403",4/3/2020
1228,"Morgan County, Alabama","34.4296848, -86.8529584",4/3/2020
1229,"Columbia County, Arkansas","33.1938586, -93.2344337",0/0/0
1230,"Conway County, Arkansas","35.2521996, -92.6888936",0/0/0
1231,"Crawford County, Arkansas","35.5803044, -94.2684622",0/0/0
1232,"Cross County, Arkansas","35.3001216, -90.7750181",0/0/0
1233,"Hempstead County, Arkansas","33.6949319, -93.6929825",0/0/0
1234,"Hot Spring County, Arkansas","34.2956351, -92.9005742",0/0/0
1235,"Lawrence County, Arkansas","36.0078212, -91.1655476",0/0/0
1236,"Pike County, Arkansas","34.1435885, -93.6428966",0/0/0
1237,"Stone County, Arkansas","35.8317159, -92.1747633",0/0/0
1238,"Union County, Arkansas","33.1637366, -92.6171029",0/0/0
1239,"White County, Arkansas","35.2463042, -91.7169687",0/0/0
1240,"Woodruff County, Arkansas","35.1714574, -91.2229851",0/0/0
1241,"Calaveras County, California","38.2558181, -120.4981492",3/19/2020
1242,"Merced County, California","37.1641544, -120.7678602",3/19/2020
1243,"Mono County, California","37.9533927, -118.9398758",3/19/2020
1244,"Delta County, Colorado","38.8368777, -107.8568294",3/25/2020
1245,"Fremont County, Colorado","38.4692006, -105.4328622",3/25/2020
1246,"Huerfano County, Colorado","37.7013983, -105.0218531",3/25/2020
1247,"Baker County, Georgia","31.3439196, -84.4555346",4/2/2020
1248,"Ben Hill County, Georgia","31.7462726, -83.2355879",4/2/2020
1249,"Bryan County, Georgia","32.0034889, -81.4241017",4/2/2020
1250,"Camden County, Georgia","30.9298212, -81.6225075",4/2/2020
1251,"Colquitt County, Georgia","31.1803601, -83.7696152",4/2/2020
1252,"Crisp County, Georgia","31.9152265, -83.77777",4/2/2020
1253,"Fannin County, Georgia","34.8867955, -84.2715585",4/2/2020
1254,"Greene County, Georgia","33.5492988, -83.1660939",4/2/2020
1255,"Irwin County, Georgia","31.5730108, -83.2624513",4/2/2020
1256,"Jasper County, Georgia","33.3254635, -83.6868559",4/2/2020
1257,"Macon County, Georgia","32.3421453, -84.0468847",4/2/2020
1258,"Meriwether County, Georgia","33.0373582, -84.6717803",4/2/2020
1259,"Mitchell County, Georgia","31.260569, -84.17967403645719",4/2/2020
1260,"Pulaski County, Georgia","32.2330518, -83.4674404",4/2/2020
1261,"Seminole County, Georgia","30.951849, -84.8789094",4/2/2020
1262,"Stephens County, Georgia","34.55119, -83.2976462",4/2/2020
1263,"Telfair County, Georgia","31.9182328, -82.9339377",4/2/2020
1264,"Walton County, Georgia","33.762884, -83.740416",4/2/2020
1265,"Bannock County, Idaho","42.6936188, -112.2506044",3/25/2020
1266,"Cassia County, Idaho","42.2219306, -113.5777087",3/25/2020
1267,"Grundy County, Illinois","41.2747363, -88.4119361",3/20/2020
1268,"Brown County, Indiana","39.1682855, -86.2297004",3/23/2020
1269,"Dearborn County, Indiana","39.1340338, -84.9820997",3/23/2020
1270,"Decatur County, Indiana","39.2862128, -85.4943058",3/23/2020
1271,"Gibson County, Indiana","38.3079744, -87.5775949",3/23/2020
1272,"Jackson County, Indiana","38.9023184, -86.0650856",3/23/2020
1273,"Lawrence County, Indiana","38.8400395, -86.4880717",3/23/2020
1274,"Montgomery County, Indiana","40.0361447, -86.9007083",3/23/2020
1275,"Ohio County, Indiana","38.9480496, -84.9581728",3/23/2020
1276,"Porter County, Indiana","41.4457032, -87.0724971",3/23/2020
1277,"Starke County, Indiana","41.2753164, -86.6457565",3/23/2020
1278,"Sullivan County, Indiana","39.0492722, -87.4172644",3/23/2020
1279,"Warrick County, Indiana","38.0906065, -87.2758933",3/23/2020
1280,"Buchanan County, Iowa","42.4634928, -91.8449198",0/0/0
1281,"Cedar County, Iowa","41.7608608, -91.1263198",0/0/0
1282,"Jasper County, Iowa","41.6791308, -93.0647786",0/0/0
1283,"Warren County, Iowa","41.3138645, -93.5685324",0/0/0
1284,"Doniphan County, Kansas","39.7831556, -95.1776492",3/28/2020
1285,"Pottawatomie County, Kansas","39.3928203, -96.3414279",3/28/2020
1286,"Woodson County, Kansas","37.8811369, -95.7517113",3/28/2020
1287,"McCracken County, Kentucky","37.0335839, -88.7107201",3/22/2020
1288,"Martin County, Kentucky","37.8022242, -82.5077178",3/22/2020
1289,"Menifee County, Kentucky","37.9357602, -83.6014187",3/22/2020
1290,"Muhlenberg County, Kentucky","37.1984359, -87.1417319",3/22/2020
1291,"Simpson County, Kentucky","36.73518, -86.5780102",3/22/2020
1292,"Vernon County, Louisiana","31.0847886, -93.2003582",3/22/2020
1293,"Waldo County, Maine","44.4870161, -69.1365185",3/31/2020
1294,"Hillsdale County, Michigan","41.8779105, -84.5984396",3/23/2020
1295,"Isabella County, Michigan","43.6306545, -84.8468516",3/23/2020
1296,"Kalkaska County, Michigan","44.6780512, -85.1002509",3/23/2020
1297,"Lapeer County, Michigan","43.0904764, -83.2333705",3/23/2020
1298,"Manistee County, Michigan","44.3308044, -86.0262043",3/23/2020
1299,"Choctaw County, Mississippi","33.3569348, -89.2390212",4/1/2020
1300,"Newton County, Mississippi","32.3882835, -89.1317486",4/1/2020
1301,"Noxubee County, Mississippi","33.1190254, -88.5916703",4/1/2020
1302,"Cape Girardeau County, Missouri","37.3998985, -89.6918025",4/3/2020
1303,"Franklin County, Missouri","38.4021095, -91.0841241",4/3/2020
1304,"Jefferson County, Missouri","38.267166, -90.5721889",4/3/2020
1305,"Pemiscot County, Missouri","36.2104949, -89.8351486",4/3/2020
1306,"Jefferson County, Montana","46.1850019, -112.1388102",3/26/2020
1307,"Saunders County, Nebraska","41.2260007, -96.6520834",0/0/0
1308,"Cibola County, New Mexico","34.8722771, -107.9398474",3/23/2020
1309,"Curry County, New Mexico","34.5220133, -103.3099435",3/23/2020
1310,"Chemung County, New York","42.1384667, -76.7725493",3/20/2020
1311,"Orleans County, New York","43.2244513, -78.2272835",3/20/2020
1312,"Jackson County, North Carolina","35.2962391, -83.1388055",3/27/2020
1313,"Montgomery County, North Carolina","35.3299572, -79.8979019",3/27/2020
1314,"Randolph County, North Carolina","35.7142874, -79.7975166",3/27/2020
1315,"Transylvania County, North Carolina","35.1982216, -82.7724889",3/27/2020
1316,"Dunn County, North Dakota","47.30612, -102.6112348",0/0/0
1317,"Champaign County, Ohio","40.1726987, -83.7701999",3/22/2020
1318,"Crawford County, Ohio","40.8705909, -82.9065596",3/22/2020
1319,"Fairfield County, Ohio","39.7886111, -82.6418883",3/22/2020
1320,"Highland County, Ohio","39.1802516, -83.6304344",3/22/2020
1321,"Mayes County, Oklahoma","36.3047676, -95.2355722",4/1/2020
1322,"Wagoner County, Oklahoma","35.9542216, -95.5636238",4/1/2020
1323,"Clatsop County, Oregon","45.980728, -123.6687499",3/23/2020
1324,"Armstrong County, Pennsylvania","40.7876239, -79.4689832",4/1/2020
1325,"Bradford County, Pennsylvania","41.7746685, -76.5264613",4/1/2020
1326,"Carbon County, Pennsylvania","40.8908468, -75.7212917",4/1/2020
1327,"Clearfield County, Pennsylvania","40.9908706, -78.4457422",4/1/2020
1328,"Juniata County, Pennsylvania","40.5368022, -77.4300565",4/1/2020
1329,"Somerset County, Pennsylvania","39.9980022, -79.0415528",4/1/2020
1330,"Chesterfield County, South Carolina","34.6500578, -80.1417843",4/6/2020
1331,"Brookings County, South Dakota","44.3763598, -96.7925213",3/23/2020
1332,"Claiborne County, Tennessee","36.4673161, -83.6786377",3/30/2020
1333,"DeKalb County, Tennessee","35.9804643, -85.83965",3/30/2020
1334,"Grundy County, Tennessee","35.3697894, -85.7106606",3/30/2020
1335,"Hardin County, Tennessee","35.1946569, -88.1857563",3/30/2020
1336,"Lincoln County, Tennessee","35.1711024, -86.5783704",3/30/2020
1337,"Madison County, Tennessee","35.6055887, -88.852119",3/30/2020
1338,"Overton County, Tennessee","36.3396292, -85.286641",3/30/2020
1339,"Weakley County, Tennessee","36.2902404, -88.7263475",3/30/2020
1340,"Chambers County, Texas","29.7191125, -94.5412295",3/31/2020
1341,"Comal County, Texas","29.7979704, -98.2690787",3/31/2020
1342,"Falls County, Texas","31.2320941, -96.9262126",3/31/2020
1343,"Grayson County, Texas","33.5636114, -96.6702111",3/31/2020
1344,"Hidalgo County, Texas","26.3530256, -98.216445",3/31/2020
1345,"Jefferson County, Texas","29.834772, -94.1704496",3/31/2020
1346,"Nueces County, Texas","27.7153774, -97.6199942",3/31/2020
1347,"Parker County, Texas","32.7599475, -97.7935767",3/31/2020
1348,"Victoria County, Texas","28.8026443, -96.9766308",3/31/2020
1349,"Caledonia County, Vermont","44.4678493, -72.0897101",3/24/2020
1350,"Orleans County, Vermont","44.8708524, -72.2565721",3/24/2020
1351,"Halifax County, Virginia","36.747244, -78.9425634",3/30/2020
1352,"Chesapeake city County, Virginia","0, 0",3/30/2020
1353,"Berkeley County, West Virginia","39.4535243, -78.0395522",3/23/2020
1354,"Harrison County, West Virginia","39.2820223, -80.3789878",3/23/2020
1355,"Preston County, West Virginia","39.463519649999995, -79.69027580407908",3/23/2020
1356,"Wood County, West Virginia","39.2054823, -81.5185967",3/23/2020
1357,"Sweetwater County, Wyoming","41.6239475, -108.9702314",0/0/0
1358,"Blount County, Alabama","33.9510169, -86.5702002",4/3/2020
1359,"Butler County, Alabama","31.7340713, -86.6754793",4/3/2020
1360,"Cherokee County, Alabama","34.1142554, -85.6004514",4/3/2020
1361,"Chilton County, Alabama","32.8522565, -86.7032845",4/3/2020
1362,"Clay County, Alabama","33.2423393, -85.819651",4/3/2020
1363,"Cleburne County, Alabama","33.6506958, -85.5017359",4/3/2020
1364,"Colbert County, Alabama","34.6473396, -87.7921769",4/3/2020
1365,"Dallas County, Alabama","32.3117968, -87.1046643",4/3/2020
1366,"Etowah County, Alabama","34.0371404, -86.022147",4/3/2020
1367,"Lawrence County, Alabama","34.4776367, -87.3017331",4/3/2020
1368,"Marshall County, Alabama","34.3396046, -86.3301801",4/3/2020
1369,"Pickens County, Alabama","33.2948421, -88.1244034",4/3/2020
1370,"Pike County, Alabama","31.7615793, -85.9259465",4/3/2020
1371,"Russell County, Alabama","32.2698458, -85.1959487",4/3/2020
1372,"Wilcox County, Alabama","31.9523021, -87.3005169",4/3/2020
1373,"Drew County, Arkansas","33.5716907, -91.7160969",0/0/0
1374,"Inyo County, California","36.5595325, -117.4074712",3/19/2020
1375,"Sutter County, California","38.9509675, -121.697088",3/19/2020
1376,"Otero County, Colorado","37.8872079, -103.7415268",3/25/2020
1377,"Gadsden County, Florida","30.5937346, -84.6389937",4/1/2020
1378,"Decatur County, Georgia","30.8736613, -84.5740953",4/2/2020
1379,"Dodge County, Georgia","32.1506514, -83.1520134",4/2/2020
1380,"Jackson County, Georgia","34.1282559, -83.5753386",4/2/2020
1381,"Jones County, Georgia","33.013767349999995, -83.55685493914591",4/2/2020
1382,"Long County, Georgia","31.7704898, -81.753725",4/2/2020
1383,"Taylor County, Georgia","32.556921, -84.2395154",4/2/2020
1384,"Thomas County, Georgia","30.8686259, -83.9471866",4/2/2020
1385,"Ware County, Georgia","31.1727229, -82.4829338",4/2/2020
1386,"White County, Georgia","34.6322605, -83.7596041",4/2/2020
1387,"Wilkes County, Georgia","33.7898432, -82.7385978",4/2/2020
1388,"Fremont County, Idaho","44.2309391, -111.4218314",3/25/2020
1389,"Idaho County, Idaho","45.7680684, -115.5160723",3/25/2020
1390,"Jefferson County, Idaho","43.8010248, -112.3498022",3/25/2020
1391,"Nez Perce County, Idaho","46.3959861, -116.8072307",3/25/2020
1392,"Payette County, Idaho","44.0374651, -116.7651123",3/25/2020
1393,"Douglas County, Illinois","39.7628415, -88.2170516",3/20/2020
1394,"Logan County, Illinois","40.1075089, -89.3768539",3/20/2020
1395,"Marshall County, Illinois","41.0324537, -89.2998456",3/20/2020
1396,"Morgan County, Illinois","39.7062265, -90.190335",3/20/2020
1397,"DeKalb County, Indiana","41.3991456, -85.001244",3/23/2020
1398,"Jasper County, Indiana","41.0321808, -87.1066598",3/23/2020
1399,"Rush County, Indiana","39.6220357, -85.4731911",3/23/2020
1400,"Benton County, Iowa","42.0599693, -92.0776319",0/0/0
1401,"Crawford County, Kansas","37.503889, -94.8652466",3/28/2020
1402,"Neosho County, Kansas","37.5566345, -95.33166",3/28/2020
1403,"Shawnee County, Kansas","39.0273676, -95.7627535",3/28/2020
1404,"Grayson County, Kentucky","37.4537437, -86.3389464",3/22/2020
1405,"Laurel County, Kentucky","37.1000973, -84.1148273",3/22/2020
1406,"McCreary County, Kentucky","36.735774, -84.4960095",3/22/2020
1407,"Wayne County, Kentucky","36.7822106, -84.8250848",3/22/2020
1408,"Jackson County, Louisiana","32.2932692, -92.5628442",3/22/2020
1409,"Jefferson Davis County, Louisiana","30.2575503, -92.7886576",3/22/2020
1410,"Morehouse County, Louisiana","32.8326959, -91.8374127",3/22/2020
1411,"Union County, Louisiana","32.8385899, -92.3910295",3/22/2020
1412,"Winn County, Louisiana","31.947293, -92.6401816",3/22/2020
1413,"Kent County, Maryland","39.2587546, -76.1038454",3/30/2020
1414,"Dukes County, Massachusetts","41.3926378, -70.642011",3/23/2020
1415,"Iosco County, Michigan","44.3501989, -83.6582168",3/23/2020
1416,"Lenawee County, Michigan","41.8735258, -84.0624323",3/23/2020
1417,"Luce County, Michigan","46.4824144, -85.5556156",3/23/2020
1418,"Marquette County, Michigan","46.4481521, -87.6305899",3/23/2020
1419,"Sanilac County, Michigan","43.4150687, -82.8234745",3/23/2020
1420,"Van Buren County, Michigan","42.2710763, -86.013973",3/23/2020
1421,"Goodhue County, Minnesota","44.396973, -92.7175627",3/25/2020
1422,"Winona County, Minnesota","43.9582272, -91.7807784",3/25/2020
1423,"Amite County, Mississippi","31.1729865, -90.8217568",4/1/2020
1424,"Calhoun County, Mississippi","33.9253624, -89.3231269",4/1/2020
1425,"Prentiss County, Mississippi","34.6222512, -88.5153286",4/1/2020
1426,"Cooper County, Missouri","38.8452595, -92.8249579",4/3/2020
1427,"McDonald County, Missouri","36.6259839, -94.3529462",4/3/2020
1428,"Montgomery County, Missouri","38.9682313, -91.4821326",4/3/2020
1429,"Newton County, Missouri","36.9070237, -94.3424195",4/3/2020
1430,"Platte County, Missouri","39.3770348, -94.7716306",4/3/2020
1431,"Ralls County, Missouri","39.552012, -91.547611",4/3/2020
1432,"Randolph County, Missouri","39.4418988, -92.5009215",4/3/2020
1433,"Shelby County, Missouri","39.8004535, -92.071021",4/3/2020
1434,"Hill County, Montana","48.6655784, -110.2107103",3/26/2020
1435,"Dodge County, Nebraska","41.58577, -96.6789773",0/0/0
1436,"Lyon County, Nevada","38.9887898, -119.1822042",0/0/0
1437,"Eddy County, New Mexico","32.4003136, -104.3452596",3/23/2020
1438,"Rio Arriba County, New Mexico","36.5488273, -106.8155233",3/23/2020
1439,"Chautauqua County, New York","42.2894671, -79.421728",3/20/2020
1440,"Franklin County, New York","44.5599139, -74.3273735",3/20/2020
1441,"Bertie County, North Carolina","36.0608505, -76.9747965",3/27/2020
1442,"Burke County, North Carolina","35.7270403, -81.6632108",3/27/2020
1443,"Caldwell County, North Carolina","35.9417876, -81.5262567",3/27/2020
1444,"Cleveland County, North Carolina","35.330702, -81.5507523",3/27/2020
1445,"Duplin County, North Carolina","34.9464988, -77.9320171",3/27/2020
1446,"Hertford County, North Carolina","36.3560545, -77.0115135",3/27/2020
1447,"Lenoir County, North Carolina","35.2590371, -77.6484879",3/27/2020
1448,"McDowell County, North Carolina","35.6608869, -82.0482171",3/27/2020
1449,"Northampton County, North Carolina","36.4168078, -77.3642227",3/27/2020
1450,"Foster County, North Dakota","47.4642277, -98.8815333",0/0/0
1451,"Stark County, North Dakota","46.7870161, -102.7338349",0/0/0
1452,"Fayette County, Ohio","39.5839889, -83.4401122",3/22/2020
1453,"Lawrence County, Ohio","38.6065461, -82.5702511",3/22/2020
1454,"Mercer County, Ohio","40.4367866, -84.6109122",3/22/2020
1455,"Pickaway County, Ohio","39.6725327, -83.0373284",3/22/2020
1456,"Seneca County, Ohio","41.1343702, -83.1194199",3/22/2020
1457,"Wayne County, Ohio","40.8615819, -81.9034617",3/22/2020
1458,"Adair County, Oklahoma","35.8783136, -94.6567402",4/1/2020
1459,"Bryan County, Oklahoma","33.95386, -96.3154827",4/1/2020
1460,"Carter County, Oklahoma","34.2330314, -97.2789479",4/1/2020
1461,"Creek County, Oklahoma","35.8830723, -96.3835476",4/1/2020
1462,"Delaware County, Oklahoma","36.4118421, -94.8069453",4/1/2020
1463,"Osage County, Oklahoma","36.6189659, -96.401338",4/1/2020
1464,"Pottawatomie County, Oklahoma","35.1783637, -96.969909",4/1/2020
1465,"Stephens County, Oklahoma","34.4858287, -97.8636045",4/1/2020
1466,"Lincoln County, Oregon","44.6201742, -123.9276915",3/23/2020
1467,"Greene County, Pennsylvania","39.8513322, -80.2466384",4/1/2020
1468,"Lawrence County, Pennsylvania","41.001415, -80.350071",4/1/2020
1469,"Lycoming County, Pennsylvania","41.3472688, -77.0220348",4/1/2020
1470,"Warren County, Pennsylvania","41.8119602, -79.2654452",4/1/2020
1471,"Bristol County, Rhode Island","41.7034082, -71.2844401",3/30/2020
1472,"Kent County, Rhode Island","41.6722912, -71.602762",3/30/2020
1473,"Newport County, Rhode Island","41.5107263, -71.2971352",3/30/2020
1474,"Providence County, Rhode Island","41.8677428, -71.5814834",3/30/2020
1475,"Washington County, Rhode Island","41.463239, -71.7039673",3/30/2020
1476,"Marion County, South Carolina","34.0572007, -79.3987578",4/6/2020
1477,"Union County, South Carolina","34.6941696, -81.642794",4/6/2020
1478,"Williamsburg County, South Carolina","33.6442699, -79.7442135",4/6/2020
1479,"Lincoln County, South Dakota","43.2724187, -96.7387762",3/23/2020
1480,"Meade County, South Dakota","44.5263375, -102.6463435",3/23/2020
1481,"Bedford County, Tennessee","35.5099479, -86.4507189",3/30/2020
1482,"Hawkins County, Tennessee","36.429878, -82.9568899",3/30/2020
1483,"Lewis County, Tennessee","35.5291497, -87.4950257",3/30/2020
1484,"White County, Tennessee","35.9245897, -85.4630947",3/30/2020
1485,"Atascosa County, Texas","28.8554434, -98.5316314",3/31/2020
1486,"Austin County, Texas","29.8916488, -96.2443467",3/31/2020
1487,"Blanco County, Texas","30.2419274, -98.4004594",3/31/2020
1488,"Burnet County, Texas","30.7763939, -98.1700016",3/31/2020
1489,"Coryell County, Texas","31.3689333, -97.8184077",3/31/2020
1490,"Eastland County, Texas","32.2978594, -98.8630896",3/31/2020
1491,"Erath County, Texas","32.1954856, -98.2213499",3/31/2020
1492,"Fayette County, Texas","29.8381635, -96.9559692",3/31/2020
1493,"Gaines County, Texas","32.7044935, -102.6220553",3/31/2020
1494,"Grimes County, Texas","30.5169334, -95.9943034",3/31/2020
1495,"Guadalupe County, Texas","29.6480061, -97.8279576",3/31/2020
1496,"Hale County, Texas","34.0321298, -101.8088827",3/31/2020
1497,"Hardin County, Texas","30.3049642, -94.403904",3/31/2020
1498,"Hopkins County, Texas","33.1368252, -95.5656578",3/31/2020
1499,"Hunt County, Texas","33.1161567, -96.0808922",3/31/2020
1500,"Kaufman County, Texas","32.6199161, -96.2967512",3/31/2020
1501,"Kendall County, Texas","29.943885, -98.7258845",3/31/2020
1502,"Lamar County, Texas","33.6383552, -95.582343",3/31/2020
1503,"Liberty County, Texas","30.0856736, -94.7856262",3/31/2020
1504,"Limestone County, Texas","31.5261854, -96.580617",3/31/2020
1505,"Llano County, Texas","30.6663312, -98.6970374",3/31/2020
1506,"Maverick County, Texas","28.792861, -100.3110817",3/31/2020
1507,"Milam County, Texas","30.7626867, -96.9981706",3/31/2020
1508,"Orange County, Texas","30.1228634, -93.9041169",3/31/2020
1509,"Robertson County, Texas","31.0339058, -96.5079742",3/31/2020
1510,"San Patricio County, Texas","27.9973226, -97.5130456",3/31/2020
1511,"Terry County, Texas","33.1514254, -102.3328121",3/31/2020
1512,"Tom Green County, Texas","31.3782559, -100.4133839",3/31/2020
1513,"Walker County, Texas","30.6795741, -95.5522823",3/31/2020
1514,"Wharton County, Texas","29.2454534, -96.2291474",3/31/2020
1515,"Wilson County, Texas","29.1589961, -98.1251465",3/31/2020
1516,"Lamoille County, Vermont","44.6090486, -72.6714363",3/24/2020
1517,"Frederick County, Virginia","39.2127031, -78.279166",3/30/2020
1518,"Madison County, Virginia","38.4114615, -78.2846634",3/30/2020
1519,"Mathews County, Virginia","37.4481394, -76.331696",3/30/2020
1520,"Nelson County, Virginia","37.7755351, -78.8973622",3/30/2020
1521,"Nottoway County, Virginia","37.1489448, -78.0583926",3/30/2020
1522,"Orange County, Virginia","38.2490349, -78.013983",3/30/2020
1523,"Roanoke County, Virginia","37.2377673, -80.0759642",3/30/2020
1524,"Shenandoah County, Virginia","38.856559, -78.5890893",3/30/2020
1525,"Fairfax city County, Virginia","38.84485235, -77.31162455190702",3/30/2020
1526,"Fredericksburg city County, Virginia","38.2967927, -77.483409",3/30/2020
1527,"Manassas city County, Virginia","38.743235, -77.4746953",3/30/2020
1528,"Ferry County, Washington","48.4736934, -118.4834362",3/23/2020
1529,"Okanogan County, Washington","48.361262, -119.5833869",3/23/2020
1530,"Hancock County, West Virginia","40.5071529, -80.5657591",3/23/2020
1531,"Logan County, West Virginia","37.8024603, -81.9284776",3/23/2020
1532,"Marion County, West Virginia","39.5128606, -80.2258567",3/23/2020
1533,"Ohio County, West Virginia","40.0984771, -80.6109467",3/23/2020
1534,"Raleigh County, West Virginia","37.7493481, -81.2250929",3/23/2020
1535,"Grant County, Wisconsin","42.8855277, -90.6991696",3/24/2020
1536,"Iowa County, Wisconsin","42.9732457, -90.1334393",3/24/2020
1537,"Juneau County, Wisconsin","43.9532381, -90.1218405",3/24/2020
1538,"Monroe County, Wisconsin","43.9416755, -90.6397264",3/24/2020
1539,"Albany County, Wyoming","41.6684047, -105.6812633",0/0/0
